processo,ano,tribunal,comarca,autor_tipo,reu,setor,resultado,ganhou_autor,valor_condenacao,n_chars
0001198-38.2015.8.18.0077,2015,TJPI,Uruçuí,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,11686
0001200-08.2014.8.22.0020,2014,TJRO,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,6493
0001203-93.2023.8.25.0074,2023,TJSE,,,,,,,,1902
0001212-52.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,747
0001215-30.2022.8.17.8234,2022,TJPE,,PESSOA FÍSICA,CASA BAHIA COMERCIAL,Outros,ACORDO HOMOLOGADO,,,1911
0001216-70.2021.8.17.8227,2021,TJPE,,,,,PROCEDENTE,True,1565.9,5017
0001223-21.2014.8.17.8223,2014,TJPE,,,,,EXTINTO SEM MÉRITO,False,,499
0001227-58.2014.8.17.8223,2014,TJPE,,,,,ACORDO HOMOLOGADO,,,5192
0001242-39.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1452
0001282-64.2023.8.17.8232,2023,TJPE,,,,,ACORDO HOMOLOGADO,,,770
0001294-70.2017.8.10.0056,2017,TJMA,Santa Inês,PESSOA FÍSICA,BANCO BMG,Banco e financeira,IMPROCEDENTE,False,1000.0,13134
0001300-97.2022.8.17.2290,2022,TJPE,Bodocó,PESSOA FÍSICA,BANCO BMG,Banco e financeira,ACORDO HOMOLOGADO,,,1612
0001304-17.2017.8.10.0056,2017,TJMA,,PESSOA FÍSICA,BANCO BMG,Banco e financeira,ACORDO HOMOLOGADO,,,2766
0001315-29.2019.8.17.8221,2019,TJPE,,,,,IMPROCEDENTE,False,,7337
0001327-64.2023.8.17.8201,2023,TJPE,,,,,IMPROCEDENTE,False,,2665
0001338-74.2021.8.17.8230,2021,TJPE,,,,,IMPROCEDENTE,False,,3854
0001363-52.2019.8.17.8232,2019,TJPE,,PESSOA FÍSICA,,,,,5000.0,22079
0001400-41.2020.8.17.8201,2020,TJPE,,,,,PROCEDENTE,True,998.0,5147
0001413-03.2022.8.17.8223,2022,TJPE,Cunho Moral,,,,IMPROCEDENTE,False,,7052
0001413-49.2014.8.05.0226,2014,TJBA,Santaluz,PESSOA FÍSICA,,,IMPROCEDENTE,False,,13967
0001438-76.2023.8.17.8224,2023,TJPE,Gravatá,,,,ACORDO HOMOLOGADO,,,1172
0001442-20.2022.8.17.8234,2022,TJPE,,,,,IMPROCEDENTE,False,,16276
0001449-69.2019.8.27.2727,2019,TJTO,,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,ACORDO HOMOLOGADO,,,2158
0001459-63.2014.8.10.0108,2014,TJMA,Pindaré Mirim,PESSOA FÍSICA,,,PROCEDENTE,True,600.0,6752
0001460-41.2022.8.17.2220,2022,TJPE,Arcoverde,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1558
0001493-43.2023.8.27.2729,2023,TJTO,,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,IMPROCEDENTE,False,,5703
0001511-25.2020.8.17.8201,2020,TJPE,,,,,IMPROCEDENTE,False,,2749
0001516-96.2015.8.10.0027,2015,TJMA,Barra do Corda,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1704
0001540-16.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1442
0001545-34.2019.8.06.0055,2019,TJCE,Canindé,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS S/ABANCO BRADESCO FINANCIAMENTOS,Banco e financeira,EXTINTO SEM MÉRITO,False,,2686
0001546-86.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,740
0001550-26.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,1313
0001578-04.2023.8.17.8227,2023,TJPE,,,,,IMPROCEDENTE,False,900.67,4669
0001604-26.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1326
0001604-89.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,1324
0001625-02.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1259
0001628-64.2022.8.17.8227,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,1118
0001629-68.2021.8.17.8232,2021,TJPE,,,,,,,1500.0,3079
0001639-43.2016.8.25.0027,2016,TJSE,,,,,EXTINTO SEM MÉRITO,False,,2191
0001642-10.2017.8.10.0082,2017,TJMA,,PESSOA FÍSICA,MUNICIPIO DE CARUTAPERA,Poder público,PARCIALMENTE PROCEDENTE,True,,12446
0001642-25.2021.8.17.3590,2021,TJPE,Valor Em Sede de Sentença,PESSOA FÍSICA,LOJAS RIACHUELO,Varejo e serviços,IMPROCEDENTE,False,,10824
0001661-78.2018.8.17.8232,2018,TJPE,,,,,ACORDO HOMOLOGADO,,,1311
0001672-61.2023.8.17.8223,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,5139
0001672-73.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1257
0001674-71.2022.8.17.8221,2022,TJPE,,,,,ACORDO HOMOLOGADO,,,2037
0001706-95.2016.8.10.0036,2016,TJMA,Estreito,PESSOA FÍSICA,MUNICÍPIO DE ESTREITO,Poder público,IMPROCEDENTE,False,,8388
0001743-70.2023.8.27.2731,2023,TJTO,,PESSOA FÍSICA,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA,Energia,IMPROCEDENTE,False,,17914
0001744-59.2015.8.10.0031,2015,TJMA,,PESSOA FÍSICA,BANCO BONSUCESSO,Banco e financeira,PARCIALMENTE PROCEDENTE,True,6000.0,14552
0001758-64.2024.8.17.8201,2024,TJPE,,,,,IMPROCEDENTE,False,,5488
0001768-07.2014.8.05.0211,2014,TJBA,,PESSOA FÍSICA,LUCIANO FALCAO CARNEIRO,Outros,IMPROCEDENTE,False,,10991
0001791-46.2016.8.10.0080,2016,TJMA,Cantanhede,,,,EXTINTO SEM MÉRITO,False,,2167
0001821-08.2015.8.25.0013,2015,TJSE,,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,EXTINTO SEM MÉRITO,False,,3342
0001848-47.2023.8.27.2731,2023,TJTO,,PESSOA FÍSICA,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA,Energia,IMPROCEDENTE,False,,12303
0001848-52.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1314
0001855-71.2019.8.17.8223,2019,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,,11482
0001861-17.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,757
0001880-57.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1453
0001883-90.2020.8.17.8227,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,1391
0001890-80.2023.8.17.8226,2023,TJPE,,,,,PROCEDENTE,True,2000.0,10096
0001893-50.2019.8.17.8234,2019,TJPE,,,,,IMPROCEDENTE,False,,3074
0001917-41.2023.8.17.8201,2023,TJPE,,,DI SANTINNI COMERCIAL DE CALCADOS,Outros,IMPROCEDENTE,False,,2523
0001921-30.2014.8.17.8222,2014,TJPE,,,,,ACORDO HOMOLOGADO,,,701
0001922-49.2018.8.17.8230,2018,TJPE,,,,,IMPROCEDENTE,False,,6112
0001955-32.2024.8.26.0291,2024,TJSP,Jaboticabal,,,,,,,4816
0001972-35.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1463
0001973-35.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1529
0001981-12.2015.8.10.0058,2015,TJMA,Ilha de São Luís,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,4958
0001988-31.2024.8.17.8226,2024,TJPE,,,,,EXTINTO SEM MÉRITO,False,,4010
0001995-11.2024.8.17.8230,2024,TJPE,,,,,EXTINTO SEM MÉRITO,False,,1763
0001997-48.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1267
0002013-02.2019.8.17.8232,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1461
0002034-70.2016.8.17.2480,2016,TJPE,Caruaru,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,EXTINTO SEM MÉRITO,False,,2533
0002039-90.2020.8.17.8223,2020,TJPE,,,,,IMPROCEDENTE,False,,8497
0002048-28.2020.8.17.8231,2020,TJPE,,PESSOA FÍSICA,BANCO ITAU BMG CONSIGNADO,Banco e financeira,ACORDO HOMOLOGADO,,,1379
0002063-43.2019.8.17.8227,2019,TJPE,,,,,IMPROCEDENTE,False,,1389
0002072-52.2017.8.17.8234,2017,TJPE,,,,,IMPROCEDENTE,False,278.9,20504
0002132-27.2020.8.17.3220,2020,TJPE,Salgueiro,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,2563
0002167-83.2020.8.17.8232,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,750
0002182-11.2022.8.17.8223,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2924
0002183-27.2016.8.10.0034,2016,TJMA,Codó,PESSOA FÍSICA,M A MONTEIRO DE SOUSA COMERCIO - EPP E OUTROS,Outros,IMPROCEDENTE,False,,6633
0002217-56.2022.8.17.8227,2022,TJPE,,,,,IMPROCEDENTE,False,,2549
0002249-79.2018.8.17.8234,2018,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,3428.0,9492
0002267-88.2017.8.18.0060,2017,TJPI,Luzilândia,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,2903
0002269-13.2017.8.17.8232,2017,TJPE,,,,,PROCEDENTE,True,,7933
0002271-04.2022.8.17.8233,2022,TJPE,,,,,IMPROCEDENTE,False,,5466
0002274-79.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1229
0002362-33.2017.8.10.0031,2017,TJMA,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1876
0002441-87.2019.8.17.8230,2019,TJPE,,,,,EXTINTO SEM MÉRITO,False,,3857
0002452-47.2018.8.17.8232,2018,TJPE,,,,,IMPROCEDENTE,False,,3760
0002479-25.2024.8.25.0075,2024,TJSE,Cognição Sumária,,,,EXTINTO SEM MÉRITO,False,,5795
0002480-32.2024.8.17.8223,2024,TJPE,,,,,PROCEDENTE,True,129.9,2364
0002485-45.2024.8.17.8226,2024,TJPE,,,,,PROCEDENTE,True,5600.0,3108
0002528-17.2023.8.17.3020,2023,TJPE,Ouricuri,PESSOA FÍSICA,NEONERGIA PERNAMBUCO - CIA ENERGETICA DE PERNAMBUCO,Energia,ACORDO HOMOLOGADO,,,2347
0002532-75.2021.8.17.2001,2021,TJPE,,PESSOA FÍSICA,RENATO LUNA DE MELO,Outros,ACORDO HOMOLOGADO,,,1168
0002570-04.2019.8.17.8227,2019,TJPE,,,,,IMPROCEDENTE,False,,6155
0002574-82.2021.8.17.8223,2021,TJPE,,,,,EXTINTO SEM MÉRITO,False,,3616
0002576-11.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1241
0002583-81.2020.8.17.8222,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,1688
0002604-88.2019.8.17.8223,2019,TJPE,Custas e Taxa Judiciária,,,,IMPROCEDENTE,False,,5737
0002613-48.2021.8.17.8201,2021,TJPE,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,3367
0002619-39.2017.8.10.0102,2017,TJMA,,,,,PROCEDENTE,True,2000.0,13563
0002621-41.2021.8.17.2990,2021,TJPE,Olinda,PESSOA JURÍDICA,F C PUNDRICH,Outros,ACORDO HOMOLOGADO,,,2387
0002674-68.2025.8.27.2710,2025,TJTO,Augustinópolis,PESSOA FÍSICA,TAM LINHAS AEREAS,Transporte aéreo,PROCEDENTE,True,7000.0,16754
0002722-57.2024.8.17.8201,2024,TJPE,,,,,IMPROCEDENTE,False,,9751
0002740-83.2022.8.17.8222,2022,TJPE,,,,,PROCEDENTE,True,1500.0,8145
0002752-10.2021.8.17.8230,2021,TJPE,,,,,EXTINTO SEM MÉRITO,False,,5468
0002756-59.2016.8.10.0036,2016,TJMA,Estreito,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,2396
0002772-91.2017.8.10.0031,2017,TJMA,Chapadinha,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,3942
0002811-85.2021.8.17.8201,2021,TJPE,Próprio Sustento e de Sua Família,,,,IMPROCEDENTE,False,,5996
0002869-42.2023.8.17.8226,2023,TJPE,,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,4077
0002912-42.2024.8.17.8226,2024,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,1742.82,5135
0002927-27.2023.8.17.2218,2023,TJPE,Goiana,PESSOA FÍSICA,NOVO ATACADO COMERCIO DE ALIMENTOS,Varejo e serviços,IMPROCEDENTE,False,,18599
0002977-42.2021.8.17.8226,2021,TJPE,,,,,IMPROCEDENTE,False,,6215
0003018-69.2022.8.17.8227,2022,TJPE,,PESSOA FÍSICA,STONE PAGAMENTOS,Outros,IMPROCEDENTE,False,,7743
0003023-43.2021.8.17.8222,2021,TJPE,,,,,IMPROCEDENTE,False,,4808
0003034-55.2024.8.17.8226,2024,TJPE,São José dos Campos,,,,EXTINTO SEM MÉRITO,False,17975.0,7223
0003039-62.2019.8.17.8223,2019,TJPE,,,,,PROCEDENTE,True,315.46,3868
0003108-60.2020.8.17.8223,2020,TJPE,,PESSOA FÍSICA,,,PROCEDENTE,True,1290.14,15131
0003120-46.2014.8.05.0228,2014,TJBA,,PESSOA FÍSICA,PLUMBUM MINERAÇAO E METALURGICA,Outros,EXTINTO SEM MÉRITO,False,,1056
0003169-58.2024.8.27.2707,2024,TJTO,,PESSOA FÍSICA,EDITORA E DISTRIBUIDORA EDUCACIONAL,Ensino,IMPROCEDENTE,False,,11454
0003211-04.2019.8.17.8223,2019,TJPE,Análise da Pretensão Indenizatória,,,,PROCEDENTE,True,,7926
0003229-81.2017.8.17.8227,2017,TJPE,,,,,PROCEDENTE,True,,5034
0003241-08.2024.8.26.0271,2024,TJSP,Itapevi,PESSOA FÍSICA,MAGAZINE LUIZA,Varejo e serviços,PARCIALMENTE PROCEDENTE,True,146.14,7163
0003299-91.2023.8.17.8226,2023,TJPE,,,,,IMPROCEDENTE,False,,3959
0003302-06.2024.8.27.2706,2024,TJTO,,PESSOA FÍSICA,TAM LINHAS AEREAS,Transporte aéreo,ACORDO HOMOLOGADO,,,2182
0003315-54.2023.8.17.8223,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,3974
0003352-69.2023.8.17.8227,2023,TJPE,,,,,IMPROCEDENTE,False,,13006
0003418-76.2019.8.17.8231,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1088
0003423-11.2022.8.17.8226,2022,TJPE,,,,,IMPROCEDENTE,False,,10146
0003428-65.2014.8.10.0027,2014,TJMA,Barra do Corda,PESSOA FÍSICA,BANCO PAN,Banco e financeira,EXTINTO SEM MÉRITO,False,,3086
0003453-55.2022.8.17.8223,2022,TJPE,,,,,IMPROCEDENTE,False,,2831
0003466-25.2020.8.17.8223,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,1367
0003495-06.2020.8.17.3590,2020,TJPE,,PESSOA FÍSICA,BANCO PAN,Banco e financeira,EXTINTO SEM MÉRITO,False,,2794
0003566-92.2022.8.17.3410,2022,TJPE,Surubim,PESSOA FÍSICA,BANCO SANTANDER (BRASIL),Banco e financeira,,,,479
0003585-69.2023.8.17.8226,2023,TJPE,,,,,IMPROCEDENTE,False,,6007
0003601-28.2020.8.17.8226,2020,TJPE,Eventuais Perdas e Danos,,,,PARCIALMENTE PROCEDENTE,True,1000.0,9960
0003606-69.2014.8.17.8223,2014,TJPE,,,,,IMPROCEDENTE,False,,4841
0003614-61.2019.8.17.8226,2019,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,261.5,11408
0003619-08.2024.8.27.2737,2024,TJTO,,PESSOA FÍSICA,MUNICIPIO DE PORTO NACIONAL-TO,Poder público,PARCIALMENTE PROCEDENTE,True,5000.0,14524
0003656-51.2021.8.17.8223,2021,TJPE,Fluência do Prazo Prescricional,,,,PROCEDENTE,True,2000.0,8268
0003659-28.2020.8.17.8227,2020,TJPE,,,,,ACORDO HOMOLOGADO,,,2001
0003681-64.2021.8.17.8223,2021,TJPE,Fluência do Prazo Prescricional,,,,IMPROCEDENTE,False,,7657
0003715-42.2021.8.17.8222,2021,TJPE,,PESSOA FÍSICA,NEONERGIA PERNAMBUCO - CIA ENERGETICA DE PERNAMBUCO,Energia,IMPROCEDENTE,False,,3602
0003722-30.2023.8.17.8233,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2731
0003732-92.2023.8.17.8227,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,1017
0003758-61.2021.8.17.8227,2021,TJPE,,PESSOA JURÍDICA,COMPANHIA ENERGETICA DE PERNAMBUCO,Energia,EXTINTO SEM MÉRITO,False,,1531
0003788-82.2019.8.17.8222,2019,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,1299.9,4459
0003822-57.2019.8.17.8222,2019,TJPE,,,,,IMPROCEDENTE,False,,5518
0003860-64.2021.8.17.8201,2021,TJPE,,,,,IMPROCEDENTE,False,,4348
0003869-26.2021.8.17.8201,2021,TJPE,,,,,ACORDO HOMOLOGADO,,,946
0003916-38.2023.8.25.0075,2023,TJSE,Probabilidade,,,,EXTINTO SEM MÉRITO,False,,5616
0003923-06.2024.8.17.8227,2024,TJPE,,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,PROCEDENTE,True,1000.0,6025
0003958-42.2019.8.17.8226,2019,TJPE,,,,,IMPROCEDENTE,False,,14868
0003970-14.2023.8.17.8227,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,1538
0003970-82.2021.8.17.8227,2021,TJPE,Verossimilhança,,,,IMPROCEDENTE,False,,3050
0004009-60.2021.8.17.8201,2021,TJPE,,PESSOA FÍSICA,MAGAZINE LUIZA/,Varejo e serviços,PROCEDENTE,True,269.0,6916
0004032-96.2019.8.17.8226,2019,TJPE,Eventuais Perdas e Danos,,,,PARCIALMENTE PROCEDENTE,True,1547.56,9714
0004113-37.2022.8.17.8227,2022,TJPE,,,,,IMPROCEDENTE,False,,3686
0004119-54.2024.8.17.8201,2024,TJPE,,,,,PROCEDENTE,True,3000.0,4385
0004137-02.2021.8.17.8227,2021,TJPE,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1715
0004203-62.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,852.52,13212
0004210-40.2022.8.17.8226,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,5419
0004217-07.2023.8.17.8223,2023,TJPE,,,,,ACORDO HOMOLOGADO,,,1696
0004243-07.2022.8.17.2640,2022,TJPE,Garanhuns,PESSOA FÍSICA,123 VIAGENS E TURISMO,Outros,PROCEDENTE,True,5000.0,17824
0004257-28.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,,5684
0004270-21.2017.8.10.0098,2017,TJMA,Matões,PESSOA FÍSICA,BANCO DAYCOVAL,Banco e financeira,EXTINTO SEM MÉRITO,False,,8278
0004306-26.2020.8.17.8226,2020,TJPE,,PESSOA FÍSICA,TELEMAR NORTE LESTE S.A-(OI),Telecomunicações,IMPROCEDENTE,False,,4801
0004312-42.2020.8.17.8223,2020,TJPE,,PESSOA FÍSICA,OI MOVEL,Telecomunicações,PARCIALMENTE PROCEDENTE,True,105.48,12839
0004334-88.2020.8.17.8227,2020,TJPE,,,,,EXTINTO SEM MÉRITO,False,,4485
0004479-54.2023.8.17.8223,2023,TJPE,Formar Uma Convicção Segura Sobre O Mérito,,,,EXTINTO SEM MÉRITO,False,,4445
0004584-97.2023.8.17.8201,2023,TJPE,Recife,,,,IMPROCEDENTE,False,,9789
0004588-42.2020.8.17.8201,2020,TJPE,,,,,IMPROCEDENTE,False,,2848
0004614-40.2020.8.17.8201,2020,TJPE,,,,,IMPROCEDENTE,False,,3901
0004620-06.2016.8.25.0040,2016,TJSE,,,,,IMPROCEDENTE,False,,5922
0004641-53.2016.8.26.0072,2016,TJSP,Bebedouro,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1202
0004675-02.2023.8.25.0075,2023,TJSE,,,,,EXTINTO SEM MÉRITO,False,,16023
0004708-82.2021.8.17.8223,2021,TJPE,,,,,IMPROCEDENTE,False,,1604
0004716-16.2022.8.17.8226,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,3172
0004717-71.2017.8.17.8227,2017,TJPE,,,,,IMPROCEDENTE,False,,4693
0004772-78.2024.8.17.8226,2024,TJPE,,,,,EXTINTO SEM MÉRITO,False,,1327
0004818-52.2019.8.17.8223,2019,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2424
0004842-54.2022.8.17.8230,2022,TJPE,,PESSOA FÍSICA,LAN AIRLINES,Outros,PROCEDENTE,True,573.87,9855
0005006-72.2023.8.17.8201,2023,TJPE,Ser Revista Ou Revisitada,,,,ACORDO HOMOLOGADO,,,2842
0005012-55.2019.8.17.8222,2019,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,3000.0,6310
0005026-91.2022.8.17.2480,2022,TJPE,Caruaru,PESSOA FÍSICA,BANCO SANTANDER - CNPJ 90.400.888/1991-27,Banco e financeira,IMPROCEDENTE,False,1500.0,12087
0005054-19.2024.8.17.8226,2024,TJPE,,,,,ACORDO HOMOLOGADO,,,1256
0005094-98.2024.8.17.8226,2024,TJPE,,,,,EXTINTO SEM MÉRITO,False,,847
0005154-54.2022.8.17.8222,2022,TJPE,,PESSOA FÍSICA,TIM,Telecomunicações,IMPROCEDENTE,False,,7310
0005196-79.2022.8.17.8230,2022,TJPE,,,,,IMPROCEDENTE,False,,5508
0005268-92.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,,9791
0005306-31.2024.8.17.8223,2024,TJPE,,PESSOA FÍSICA,BOOKING.COM INTERNATIONAL B.V,Outros,EXTINTO SEM MÉRITO,False,,2400
0005379-64.2022.8.17.2470,2022,TJPE,Carpina,PESSOA FÍSICA,EDITORA MODERNA,Outros,PROCEDENTE,True,6000.0,15121
0005390-03.2022.8.17.8223,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2761
0005426-33.2022.8.17.8227,2022,TJPE,,,,,IMPROCEDENTE,False,,6502
0005592-77.2022.8.17.8223,2022,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,75.99,9349
0005638-69.2022.8.17.8222,2022,TJPE,,PESSOA FÍSICA,UBER DO BRASIL TECNOLOGIA,Outros,IMPROCEDENTE,False,,9085
0005657-65.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,2025
0005662-73.2022.8.17.8230,2022,TJPE,,,,,IMPROCEDENTE,False,724.17,6485
0005700-31.2021.8.17.8227,2021,TJPE,Revisão e Majoração,,,,IMPROCEDENTE,False,,2524
0005700-73.2017.8.17.8226,2017,TJPE,,,,,IMPROCEDENTE,False,9009.0,7673
0005737-70.2021.8.17.8223,2021,TJPE,,,,,EXTINTO SEM MÉRITO,False,,5194
0005739-43.2020.8.17.8201,2020,TJPE,,,,,IMPROCEDENTE,False,,2992
0005765-89.2022.8.17.8227,2022,TJPE,,,,,IMPROCEDENTE,False,,5889
0005825-46.2015.8.25.0027,2015,TJSE,,,,,,,3000.0,4819
0005849-08.2021.8.17.8201,2021,TJPE,,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,842
0005899-34.2021.8.17.8201,2021,TJPE,,,,,PARCIALMENTE PROCEDENTE,True,,3992
0005968-61.2024.8.17.8201,2024,TJPE,,,,,ACORDO HOMOLOGADO,,,767
0005981-67.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,,7650
0006059-61.2019.8.17.8223,2019,TJPE,,,,,EXTINTO SEM MÉRITO,False,,4739
0006180-12.2021.8.17.8226,2021,TJPE,,,,,IMPROCEDENTE,False,,5309
0006312-76.2023.8.17.8201,2023,TJPE,,,,,IMPROCEDENTE,False,,5313
0006325-78.2016.8.25.0027,2016,TJSE,,,,,ACORDO HOMOLOGADO,,,549
0006357-85.2020.8.17.8201,2020,TJPE,,,,,EXTINTO SEM MÉRITO,False,,5779
0006377-12.2023.8.27.2731,2023,TJTO,,PESSOA JURÍDICA,FLOR DO IPE EMPREENDIMENTOS IMOBILIARIOS,Outros,IMPROCEDENTE,False,,14051
0006499-57.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,,2432
0006502-07.2022.8.17.8223,2022,TJPE,,,,,IMPROCEDENTE,False,100.0,5408
0006519-63.2024.8.17.8226,2024,TJPE,,,,,EXTINTO SEM MÉRITO,False,,6838
0006655-79.2018.8.17.8223,2018,TJPE,,,,,IMPROCEDENTE,False,,6330
0006695-56.2021.8.17.8223,2021,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2115
0006700-76.2023.8.17.8201,2023,TJPE,,,,,PROCEDENTE,True,,3298
0006720-60.2021.8.17.8226,2021,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2411
0006743-66.2020.8.08.0021,2020,TJES,Vitória,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,PROCEDENTE,True,170000.0,26013
0006780-98.2019.8.17.8227,2019,TJPE,,,,,ACORDO HOMOLOGADO,,,1247
0006795-16.2018.8.17.8223,2018,TJPE,,,,,PROCEDENTE,True,,7304
0006796-84.2021.8.17.8226,2021,TJPE,,,,,IMPROCEDENTE,False,985.28,10032
0006914-82.2014.8.17.8201,2014,TJPE,,,,,PROCEDENTE,True,3000.0,3492
0006998-68.2023.8.17.8201,2023,TJPE,,,,,ACORDO HOMOLOGADO,,,1257
0007036-80.2023.8.17.8201,2023,TJPE,,,,,EXTINTO SEM MÉRITO,False,,4250
0007047-14.2021.8.17.8223,2021,TJPE,Fluência do Prazo Prescricional,,,,PROCEDENTE,True,1000.0,8554
0007162-04.2021.8.17.8201,2021,TJPE,,,,,PROCEDENTE,True,4000.0,9864
0007167-28.2019.8.17.8223,2019,TJPE,,,,,IMPROCEDENTE,False,,5473
0007247-84.2022.8.17.8223,2022,TJPE,,,,,IMPROCEDENTE,False,,2233
0007418-34.2019.8.17.8227,2019,TJPE,,,,,EXTINTO SEM MÉRITO,False,,3646
0007446-41.2023.8.17.8201,2023,TJPE,,,,,PROCEDENTE,True,6749.87,5325
0007488-16.2023.8.26.0223,2023,TJSP,Guarujá,PESSOA FÍSICA,MADEIRAMADEIRA COMÉRCIO ELETRÔNICO,Energia,EXTINTO SEM MÉRITO,False,,4556
0007762-73.2023.8.17.8227,2023,TJPE,,PESSOA FÍSICA,AZUL LINHAS AEREAS BRASILEIRAS,Transporte aéreo,PROCEDENTE,True,3000.0,8512
0007771-81.2022.8.17.8223,2022,TJPE,,,,,IMPROCEDENTE,False,,2352
0007772-57.2022.8.17.8226,2022,TJPE,,,,,EXTINTO SEM MÉRITO,False,,2436
0007785-65.2022.8.17.8223,2022,TJPE,,,,,IMPROCEDENTE,False,,6300
0007795-42.2015.8.25.0040,2015,TJSE,,,,,PARCIALMENTE PROCEDENTE,True,973.81,14096
0007821-40.2015.8.25.0040,2015,TJSE,,,,,PARCIALMENTE PROCEDENTE,True,3000.0,6188
0007965-72.2022.8.17.8226,2022,TJPE,Petrolina,,,,EXTINTO SEM MÉRITO,False,,3091
0007972-07.2023.8.17.2640,2023,TJPE,Garanhuns,,,,EXTINTO SEM MÉRITO,False,,2046
